[08:29:22][134678970399616][INFO][asynclogger][DataManager.hpp:57]	DataManager construct start
[08:29:22][134678970399616][INFO][asynclogger][Config.hpp:37]	ReadConfig start
[08:29:22][134678970399616][INFO][asynclogger][Config.hpp:30]	ReadConfig complicate
[08:29:22][134678970399616][INFO][asynclogger][DataManager.hpp:72]	init datamanager
[08:29:22][134678970399616][INFO][asynclogger][DataManager.hpp:75]	there is no storage file info need to load
[08:29:22][134678970399616][INFO][asynclogger][DataManager.hpp:63]	DataManager construct end
[08:29:22][134678804604608][DEBUG][asynclogger][Service.hpp:27]	Service start(Construct)
[08:29:22][134678804604608][DEBUG][asynclogger][Service.hpp:33]	Service end(Construct)
[08:29:22][134678804604608][INFO][asynclogger][Test.cpp:14]	service step in RunModule
[08:29:22][134678804604608][DEBUG][asynclogger][Service.hpp:65]	event_base_dispatch
[08:32:55][134678804604608][INFO][asynclogger][Service.hpp:89]	Request type: 2, path: /
[08:32:55][134678804604608][INFO][asynclogger][Service.hpp:106]	libevent version: 2.1.12-stable
[08:32:55][134678804604608][INFO][asynclogger][Service.hpp:111]	get req, original uri: /
[08:32:55][134678804604608][INFO][asynclogger][Service.hpp:113]	get req, uri: /
[08:32:55][134678804604608][INFO][asynclogger][Service.hpp:309]	ListShow()
[08:32:55][134678804604608][INFO][asynclogger][Service.hpp:330]	back_url is : http://127.0.0.1:7878
[08:32:55][134678804604608][INFO][asynclogger][Service.hpp:342]	ListShow() finish
[08:34:11][134678804604608][INFO][asynclogger][Service.hpp:89]	Request type: 2, path: /upload
[08:34:11][134678804604608][INFO][asynclogger][Service.hpp:106]	libevent version: 2.1.12-stable
[08:34:11][134678804604608][INFO][asynclogger][Service.hpp:111]	get req, original uri: /upload
[08:34:11][134678804604608][INFO][asynclogger][Service.hpp:113]	get req, uri: /upload
[08:34:11][134678804604608][INFO][asynclogger][Service.hpp:140]	Upload start
[08:34:11][134678804604608][INFO][asynclogger][Service.hpp:152]	evbuffer_get_length is 162
[08:34:11][134678804604608][DEBUG][asynclogger][Service.hpp:202]	storage_path:./low_storage/test.txt
[08:34:11][134678804604608][INFO][asynclogger][Service.hpp:218]	low_storage success
[08:34:11][134678804604608][INFO][asynclogger][DataManager.hpp:19]	NewStorageInfo start
[08:34:11][134678804604608][INFO][asynclogger][DataManager.hpp:39]	download_url:/download/test.txt,mtime_:Thu Jun 26 08:34:11 2025
,atime_:Thu Jun 26 08:34:11 2025
,fsize_:162
[08:34:11][134678804604608][INFO][asynclogger][DataManager.hpp:40]	NewStorageInfo end
[08:34:11][134678804604608][INFO][asynclogger][DataManager.hpp:142]	data_message Insert start
[08:34:11][134678804604608][INFO][asynclogger][DataManager.hpp:105]	message storage start
[08:34:11][134678804604608][INFO][asynclogger][DataManager.hpp:127]	new message for StorageInfo:
[08:34:11][134678804604608][INFO][asynclogger][DataManager.hpp:136]	message storage end
[08:34:11][134678804604608][INFO][asynclogger][DataManager.hpp:153]	data_message Insert end
[08:34:11][134678804604608][INFO][asynclogger][Service.hpp:243]	upload finish:success
[08:34:42][134678804604608][INFO][asynclogger][Service.hpp:89]	Request type: 2, path: /upload
[08:34:42][134678804604608][INFO][asynclogger][Service.hpp:106]	libevent version: 2.1.12-stable
[08:34:42][134678804604608][INFO][asynclogger][Service.hpp:111]	get req, original uri: /upload
[08:34:42][134678804604608][INFO][asynclogger][Service.hpp:113]	get req, uri: /upload
[08:34:42][134678804604608][INFO][asynclogger][Service.hpp:140]	Upload start
[08:34:42][134678804604608][INFO][asynclogger][Service.hpp:152]	evbuffer_get_length is 162
[08:34:42][134678804604608][DEBUG][asynclogger][Service.hpp:202]	storage_path:./low_storage/test.txt
[08:34:42][134678804604608][INFO][asynclogger][Service.hpp:218]	low_storage success
[08:34:42][134678804604608][INFO][asynclogger][DataManager.hpp:19]	NewStorageInfo start
[08:34:42][134678804604608][INFO][asynclogger][DataManager.hpp:39]	download_url:/download/test.txt,mtime_:Thu Jun 26 08:34:42 2025
,atime_:Thu Jun 26 08:34:42 2025
,fsize_:162
[08:34:42][134678804604608][INFO][asynclogger][DataManager.hpp:40]	NewStorageInfo end
[08:34:42][134678804604608][INFO][asynclogger][DataManager.hpp:142]	data_message Insert start
[08:34:42][134678804604608][INFO][asynclogger][DataManager.hpp:105]	message storage start
[08:34:42][134678804604608][INFO][asynclogger][DataManager.hpp:127]	new message for StorageInfo:
[08:34:42][134678804604608][INFO][asynclogger][DataManager.hpp:136]	message storage end
[08:34:42][134678804604608][INFO][asynclogger][DataManager.hpp:153]	data_message Insert end
[08:34:42][134678804604608][INFO][asynclogger][Service.hpp:243]	upload finish:success
[08:37:56][134678804604608][INFO][asynclogger][Service.hpp:89]	Request type: 2, path: /
[08:37:56][134678804604608][INFO][asynclogger][Service.hpp:106]	libevent version: 2.1.12-stable
[08:37:56][134678804604608][INFO][asynclogger][Service.hpp:111]	get req, original uri: /
[08:37:56][134678804604608][INFO][asynclogger][Service.hpp:113]	get req, uri: /
[08:37:56][134678804604608][INFO][asynclogger][Service.hpp:309]	ListShow()
[08:37:56][134678804604608][INFO][asynclogger][Service.hpp:330]	back_url is : http://127.0.0.1:7878
[08:37:56][134678804604608][INFO][asynclogger][Service.hpp:342]	ListShow() finish
[08:44:26][134678804604608][INFO][asynclogger][Service.hpp:89]	Request type: 1, path: /
[08:44:26][134678804604608][INFO][asynclogger][Service.hpp:106]	libevent version: 2.1.12-stable
[08:44:26][134678804604608][INFO][asynclogger][Service.hpp:111]	get req, original uri: /
[08:44:26][134678804604608][INFO][asynclogger][Service.hpp:113]	get req, uri: /
[08:44:26][134678804604608][INFO][asynclogger][Service.hpp:309]	ListShow()
[08:44:26][134678804604608][INFO][asynclogger][Service.hpp:330]	back_url is : http://127.0.0.1:7878
[08:44:26][134678804604608][INFO][asynclogger][Service.hpp:342]	ListShow() finish
[08:44:27][134678804604608][INFO][asynclogger][Service.hpp:89]	Request type: 1, path: /favicon.ico
[08:44:27][134678804604608][INFO][asynclogger][Service.hpp:106]	libevent version: 2.1.12-stable
[08:44:27][134678804604608][INFO][asynclogger][Service.hpp:111]	get req, original uri: /favicon.ico
[08:44:27][134678804604608][INFO][asynclogger][Service.hpp:113]	get req, uri: /favicon.ico
[08:44:34][134678804604608][INFO][asynclogger][Service.hpp:89]	Request type: 2, path: /upload
[08:44:34][134678804604608][INFO][asynclogger][Service.hpp:106]	libevent version: 2.1.12-stable
[08:44:34][134678804604608][INFO][asynclogger][Service.hpp:111]	get req, original uri: /upload
[08:44:34][134678804604608][INFO][asynclogger][Service.hpp:113]	get req, uri: /upload
[08:44:34][134678804604608][INFO][asynclogger][Service.hpp:140]	Upload start
[08:44:34][134678804604608][INFO][asynclogger][Service.hpp:152]	evbuffer_get_length is 2580
[08:44:34][134678804604608][DEBUG][asynclogger][Service.hpp:202]	storage_path:./deep_storage/co_closure.h
[08:44:34][134678804604608][INFO][asynclogger][Service.hpp:232]	deep_storage success
[08:44:34][134678804604608][INFO][asynclogger][DataManager.hpp:19]	NewStorageInfo start
[08:44:34][134678804604608][INFO][asynclogger][DataManager.hpp:39]	download_url:/download/co_closure.h,mtime_:Thu Jun 26 08:44:34 2025
,atime_:Thu Jun 26 08:44:34 2025
,fsize_:838
[08:44:34][134678804604608][INFO][asynclogger][DataManager.hpp:40]	NewStorageInfo end
[08:44:34][134678804604608][INFO][asynclogger][DataManager.hpp:142]	data_message Insert start
[08:44:34][134678804604608][INFO][asynclogger][DataManager.hpp:105]	message storage start
[08:44:34][134678804604608][INFO][asynclogger][DataManager.hpp:127]	new message for StorageInfo:
[08:44:34][134678804604608][INFO][asynclogger][DataManager.hpp:136]	message storage end
[08:44:34][134678804604608][INFO][asynclogger][DataManager.hpp:153]	data_message Insert end
[08:44:34][134678804604608][INFO][asynclogger][Service.hpp:243]	upload finish:success
[08:44:35][134678804604608][INFO][asynclogger][Service.hpp:89]	Request type: 1, path: /
[08:44:35][134678804604608][INFO][asynclogger][Service.hpp:106]	libevent version: 2.1.12-stable
[08:44:35][134678804604608][INFO][asynclogger][Service.hpp:111]	get req, original uri: /
[08:44:35][134678804604608][INFO][asynclogger][Service.hpp:113]	get req, uri: /
[08:44:35][134678804604608][INFO][asynclogger][Service.hpp:309]	ListShow()
[08:44:35][134678804604608][INFO][asynclogger][Service.hpp:330]	back_url is : http://127.0.0.1:7878
[08:44:35][134678804604608][INFO][asynclogger][Service.hpp:342]	ListShow() finish
[08:45:06][134678804604608][INFO][asynclogger][Service.hpp:89]	Request type: 2, path: /upload
[08:45:06][134678804604608][INFO][asynclogger][Service.hpp:106]	libevent version: 2.1.12-stable
[08:45:06][134678804604608][INFO][asynclogger][Service.hpp:111]	get req, original uri: /upload
[08:45:06][134678804604608][INFO][asynclogger][Service.hpp:113]	get req, uri: /upload
[08:45:06][134678804604608][INFO][asynclogger][Service.hpp:140]	Upload start
[08:45:06][134678804604608][INFO][asynclogger][Service.hpp:152]	evbuffer_get_length is 604
[08:45:06][134678804604608][DEBUG][asynclogger][Service.hpp:202]	storage_path:./low_storage/co_comm.cpp
[08:45:06][134678804604608][INFO][asynclogger][Service.hpp:218]	low_storage success
[08:45:06][134678804604608][INFO][asynclogger][DataManager.hpp:19]	NewStorageInfo start
[08:45:06][134678804604608][INFO][asynclogger][DataManager.hpp:39]	download_url:/download/co_comm.cpp,mtime_:Thu Jun 26 08:45:06 2025
,atime_:Thu Jun 26 08:45:06 2025
,fsize_:604
[08:45:06][134678804604608][INFO][asynclogger][DataManager.hpp:40]	NewStorageInfo end
[08:45:06][134678804604608][INFO][asynclogger][DataManager.hpp:142]	data_message Insert start
[08:45:06][134678804604608][INFO][asynclogger][DataManager.hpp:105]	message storage start
[08:45:06][134678804604608][INFO][asynclogger][DataManager.hpp:127]	new message for StorageInfo:
[08:45:06][134678804604608][INFO][asynclogger][DataManager.hpp:136]	message storage end
[08:45:06][134678804604608][INFO][asynclogger][DataManager.hpp:153]	data_message Insert end
[08:45:06][134678804604608][INFO][asynclogger][Service.hpp:243]	upload finish:success
[08:45:07][134678804604608][INFO][asynclogger][Service.hpp:89]	Request type: 1, path: /
[08:45:07][134678804604608][INFO][asynclogger][Service.hpp:106]	libevent version: 2.1.12-stable
[08:45:07][134678804604608][INFO][asynclogger][Service.hpp:111]	get req, original uri: /
[08:45:07][134678804604608][INFO][asynclogger][Service.hpp:113]	get req, uri: /
[08:45:07][134678804604608][INFO][asynclogger][Service.hpp:309]	ListShow()
[08:45:07][134678804604608][INFO][asynclogger][Service.hpp:330]	back_url is : http://127.0.0.1:7878
[08:45:07][134678804604608][INFO][asynclogger][Service.hpp:342]	ListShow() finish
